Sigma_1,Sigma_2,Corr_Coeff,Rel_Error
2.0,2.0,0.25,0.16574710944262305
2.0,2.0,0.25,0.9998613760078581
2.0,2.0,0.25,0.9999923889754669
2.0,2.0,0.25,0.9999129953622751
2.0,2.0,0.25,0.999810608479624
2.0,2.0,0.25,0.9999999882148536
2.0,2.0,0.25,0.06860856926341383
2.0,2.0,0.25,0.11956053779990763
2.0,2.0,0.25,0.9999035679967213
2.0,2.0,0.25,0.9998202680258832
2.0,2.0,0.25,0.9999990797269899
2.0,2.0,0.25,0.9999170205272087
2.0,2.0,0.25,0.052738780508954274
2.0,2.0,0.25,0.9999693230608713
2.0,2.0,0.25,0.7840894229837362
2.0,2.0,0.25,0.03682903849795015
2.0,2.0,0.25,0.9997061822981334
3.0,2.0,0.25,0.06704649458406009
3.0,2.0,0.25,0.06622532870290387
3.0,2.0,0.25,0.06636829456750167
3.0,2.0,0.25,0.0726842110841432
3.0,2.0,0.25,0.230884099806155
3.0,2.0,0.25,0.03833717074765352
3.0,2.0,0.25,0.09946928378922083
3.0,2.0,0.25,0.11952953815992495
3.0,2.0,0.25,0.04434625041096691
3.0,2.0,0.25,0.16566361516149605
3.0,2.0,0.25,0.06276599687290275
3.0,2.0,0.25,0.4227351349047263
3.0,2.0,0.25,0.06337517785447883
3.0,2.0,0.25,0.01875321547247219
3.0,2.0,0.25,0.15406333819469845
3.0,2.0,0.25,0.18042345706105
3.0,2.0,0.25,0.022687787642381715
3.0,2.0,0.25,0.04110395967098482
3.0,2.0,0.25,0.994120389253338
3.0,2.0,0.25,0.03604735737125952
3.0,2.0,0.25,0.27790199210333355
3.0,2.0,0.25,0.6037236529715685
3.0,2.0,0.25,0.03250003104553218
3.0,2.0,0.25,0.03590901373481438
3.0,2.0,0.25,0.011710264457644986
0.5,3.0,0.25,0.01685308049616516
0.5,3.0,0.25,0.05834518299810893
0.5,3.0,0.25,0.11209697497585597
0.5,3.0,0.25,0.04764568809411653
0.5,3.0,0.25,0.018174617192693168
0.5,3.0,0.25,0.0035133991773836936
0.5,3.0,0.25,0.10236124005735575
0.5,3.0,0.25,0.02591481800012394
0.5,3.0,0.25,0.052707381628434226
0.5,3.0,0.25,0.08158090846773015
0.5,3.0,0.25,0.037346505936961254
0.5,3.0,0.25,0.009859321072232592
0.5,3.0,0.25,0.01743492764552948
0.5,3.0,0.25,0.03823151305325634
0.5,3.0,0.25,0.02841531599224601
0.5,3.0,0.25,0.15120925949709213
0.5,3.0,0.25,0.008367903488127547
0.5,3.0,0.25,0.03382141308221096
0.5,3.0,0.25,0.013985246374219848
0.5,3.0,0.25,0.02554351808795014
0.5,3.0,0.25,0.08129780518909757
0.5,3.0,0.25,0.08496510963623888
0.5,3.0,0.25,0.014709240801581324
0.5,3.0,0.25,0.01371238069005516
0.5,3.0,0.25,0.013069310408810502
1.0,3.0,0.25,0.011112749374822796
1.0,3.0,0.25,0.007382612243024774
1.0,3.0,0.25,0.02465325289598759
1.0,3.0,0.25,0.04987290259177823
1.0,3.0,0.25,0.02426592048028837
1.0,3.0,0.25,0.0698194210970498
1.0,3.0,0.25,0.052736374239870265
1.0,3.0,0.25,0.021778449163083226
1.0,3.0,0.25,0.006869503977464121
1.0,3.0,0.25,0.0055048763460786515
1.0,3.0,0.25,0.030413182023459648
1.0,3.0,0.25,0.02610283989566569
1.0,3.0,0.25,0.016713557850057795
1.0,3.0,0.25,0.04535972678754423
1.0,3.0,0.25,0.019585696471288085
1.0,3.0,0.25,0.012498377764005609
1.0,3.0,0.25,0.01495278621480978
1.0,3.0,0.25,0.013747857702642289
1.0,3.0,0.25,0.015149753981790491
1.0,3.0,0.25,0.042951493747914835
1.0,3.0,0.25,0.010981944238253489
1.0,3.0,0.25,0.02130673991853201
1.0,3.0,0.25,0.029826686293385498
1.0,3.0,0.25,0.0257281947515551
1.0,3.0,0.25,0.03392658906808083
2.0,3.0,0.25,0.015952573445004333
2.0,3.0,0.25,0.016196938506895464
2.0,3.0,0.25,0.010191897885530574
2.0,3.0,0.25,0.004368154929923432
2.0,3.0,0.25,0.01780244443398716
2.0,3.0,0.25,0.010346856729902362
2.0,3.0,0.25,0.011143466944339066
2.0,3.0,0.25,0.021155170566339313
2.0,3.0,0.25,0.024301322591348845
2.0,3.0,0.25,0.012722428524203879
2.0,3.0,0.25,0.01354438924044506
2.0,3.0,0.25,0.013026266478665942
2.0,3.0,0.25,0.009200534715628605
2.0,3.0,0.25,0.00676215633013725
2.0,3.0,0.25,0.01800437083096799
2.0,3.0,0.25,0.018245299825175164
2.0,3.0,0.25,0.01726687156378878
2.0,3.0,0.25,0.012582799678500206
2.0,3.0,0.25,0.018823362009353355
2.0,3.0,0.25,0.011146302985683318
2.0,3.0,0.25,0.004662900312629927
2.0,3.0,0.25,0.01228925701079626
2.0,3.0,0.25,0.020799412653345083
2.0,3.0,0.25,0.02208206272226426
2.0,3.0,0.25,0.01723296428663081
3.0,3.0,0.25,0.04066407925295245
3.0,3.0,0.25,0.037348470559828414
3.0,3.0,0.25,0.07247030596638449
3.0,3.0,0.25,0.011786879649845887
3.0,3.0,0.25,0.07123073981215308
3.0,3.0,0.25,0.03933258292998337
3.0,3.0,0.25,0.18160256672903596
3.0,3.0,0.25,0.030663600271551582
3.0,3.0,0.25,0.025298103293762253
3.0,3.0,0.25,0.016222553849878547
3.0,3.0,0.25,0.0242054917336166
3.0,3.0,0.25,0.17815247489352787
3.0,3.0,0.25,0.10154566911017895
3.0,3.0,0.25,0.023451028539097574
3.0,3.0,0.25,0.0561688052468634
3.0,3.0,0.25,0.06264801244163984
3.0,3.0,0.25,0.03281564912078265
3.0,3.0,0.25,0.014891789382497649
3.0,3.0,0.25,0.019507376332798646
3.0,3.0,0.25,0.020829414389154813
3.0,3.0,0.25,0.04317295156731941
3.0,3.0,0.25,0.01888506931901062
3.0,3.0,0.25,0.018811743516503502
3.0,3.0,0.25,0.317271023273241
3.0,3.0,0.25,0.013040143886211998
0.5,0.5,0.75,0.007097560988882212
0.5,0.5,0.75,0.011524541316818406
0.5,0.5,0.75,0.019029684601323368
0.5,0.5,0.75,0.012242583526787617
0.5,0.5,0.75,0.011065822796768753
0.5,0.5,0.75,0.006894625960154824
0.5,0.5,0.75,0.009400434013373196
0.5,0.5,0.75,0.017332175120813694
0.5,0.5,0.75,0.008870803979674132
0.5,0.5,0.75,0.011038882130664344
0.5,0.5,0.75,0.013196747207408505
0.5,0.5,0.75,0.014819953005578082
0.5,0.5,0.75,0.01298161648862876
0.5,0.5,0.75,0.012975396789328707
0.5,0.5,0.75,0.009367907709755189
0.5,0.5,0.75,0.010116962639942769
0.5,0.5,0.75,0.008601299531717175
0.5,0.5,0.75,0.01576017495547333
0.5,0.5,0.75,0.0032465251409505218
0.5,0.5,0.75,0.007948129329105894
0.5,0.5,0.75,0.012276223225044902
0.5,0.5,0.75,0.014151597154438686
0.5,0.5,0.75,0.006142332720889199
0.5,0.5,0.75,0.010339263887736462
0.5,0.5,0.75,0.006660062683040854
1.0,0.5,0.75,0.004822732427248407
1.0,0.5,0.75,0.02908534715123567
1.0,0.5,0.75,0.009501714824179094
1.0,0.5,0.75,0.013875680415286674
1.0,0.5,0.75,0.03211825169704865
1.0,0.5,0.75,0.003337518166051161
1.0,0.5,0.75,0.008299208203627981
1.0,0.5,0.75,0.017303204364745355
1.0,0.5,0.75,0.020451412577435747
1.0,0.5,0.75,0.014994054767258728
1.0,0.5,0.75,0.00842836222736818
1.0,0.5,0.75,0.03783361328083109
1.0,0.5,0.75,0.02046134024727686
1.0,0.5,0.75,0.03901955020770507
1.0,0.5,0.75,0.021164424354128575
1.0,0.5,0.75,0.02601308102723943
1.0,0.5,0.75,0.02987430569509896
1.0,0.5,0.75,0.01837560308386883
1.0,0.5,0.75,0.011277461613531894
1.0,0.5,0.75,0.014975165606832045
1.0,0.5,0.75,0.005430405244431967
1.0,0.5,0.75,0.00311787290576066
1.0,0.5,0.75,0.007247895569325965
1.0,0.5,0.75,0.022846732906535282
1.0,0.5,0.75,0.02905831813134498
2.0,0.5,0.75,0.019396838603345377
2.0,0.5,0.75,0.017798545872619972
2.0,0.5,0.75,0.015582015846639864
2.0,0.5,0.75,0.014186091849653713
2.0,0.5,0.75,0.010228612946529445
2.0,0.5,0.75,0.020760033929319757
2.0,0.5,0.75,0.011745028026482444
2.0,0.5,0.75,0.013385843681072575
2.0,0.5,0.75,0.018747855000309552
2.0,0.5,0.75,0.026277811188140324
2.0,0.5,0.75,0.004061254673039485
2.0,0.5,0.75,0.004298294971581623
2.0,0.5,0.75,0.022283499272745585
2.0,0.5,0.75,0.019849744866742847
2.0,0.5,0.75,0.017842181023306546
2.0,0.5,0.75,0.016140767948047245
2.0,0.5,0.75,0.013050222667569913
2.0,0.5,0.75,0.002641763716277689
2.0,0.5,0.75,0.015547328133623861
2.0,0.5,0.75,0.008960015940903635
2.0,0.5,0.75,0.007277267803105311
2.0,0.5,0.75,0.014333712148872343
2.0,0.5,0.75,0.02931029826049295
2.0,0.5,0.75,0.015307227746870747
2.0,0.5,0.75,0.012592825186409872
3.0,0.5,0.75,0.9999947534556595
3.0,0.5,0.75,0.10140159694293958
3.0,0.5,0.75,0.9999106999892481
3.0,0.5,0.75,0.8544597659766986
3.0,0.5,0.75,0.3283294981840199
3.0,0.5,0.75,0.40121998785016333
3.0,0.5,0.75,0.7666909580135466
3.0,0.5,0.75,0.24174982844450676
3.0,0.5,0.75,0.7732282074385987
3.0,0.5,0.75,0.1675145833026061
3.0,0.5,0.75,0.01764195570066268
3.0,0.5,0.75,0.23392043471879678
3.0,0.5,0.75,0.9485726093404578
3.0,0.5,0.75,0.9943539294045579
3.0,0.5,0.75,0.05777199753593629
3.0,0.5,0.75,0.4153050309623916
3.0,0.5,0.75,0.28855623531840535
3.0,0.5,0.75,0.19183309239032853
3.0,0.5,0.75,0.8816662593459447
3.0,0.5,0.75,0.40186307029338697
3.0,0.5,0.75,0.10968922330149117
3.0,0.5,0.75,0.28957654396236004
3.0,0.5,0.75,0.42743548980587515
3.0,0.5,0.75,0.6320593538050451
3.0,0.5,0.75,0.06973988902418148
0.5,1.0,0.75,0.026250893090676526
0.5,1.0,0.75,0.05674259686591765
0.5,1.0,0.75,0.5698217096642837
0.5,1.0,0.75,0.18084121056746466
0.5,1.0,0.75,0.08604267039956617
0.5,1.0,0.75,0.06401900511118777
0.5,1.0,0.75,0.08026969624755612
0.5,1.0,0.75,0.09874223985491092
0.5,1.0,0.75,0.09080400527754912
0.5,1.0,0.75,0.04286540803061854
0.5,1.0,0.75,0.11963953359758624
0.5,1.0,0.75,0.019058742830615927
0.5,1.0,0.75,0.2556775939327065
0.5,1.0,0.75,0.05753893790715348
0.5,1.0,0.75,0.9985836973748569
0.5,1.0,0.75,0.167585168576046
0.5,1.0,0.75,0.1553472809252458
0.5,1.0,0.75,0.08518621002684536
0.5,1.0,0.75,0.17724905793942702
0.5,1.0,0.75,0.9992815703532686
0.5,1.0,0.75,0.007411199415044057
0.5,1.0,0.75,0.174240993282518
0.5,1.0,0.75,0.17066256747971448
0.5,1.0,0.75,0.12201438240053422
0.5,1.0,0.75,0.014101954342439426
1.0,1.0,0.75,0.016655305169794
1.0,1.0,0.75,0.013940829483520618
1.0,1.0,0.75,0.009779555865399414
1.0,1.0,0.75,0.006693009061776743
1.0,1.0,0.75,0.018339728727264408
1.0,1.0,0.75,0.009181756173058638
1.0,1.0,0.75,0.007497541309059405
1.0,1.0,0.75,0.010202398970499902
1.0,1.0,0.75,0.009534151882714904
1.0,1.0,0.75,0.017417163256149015
1.0,1.0,0.75,0.02281435689858203
1.0,1.0,0.75,0.01053086025393165
1.0,1.0,0.75,0.012458068629004544
1.0,1.0,0.75,0.01545996684378795
1.0,1.0,0.75,0.004117090096493004
1.0,1.0,0.75,0.003473557574561543
1.0,1.0,0.75,0.01520221623088002
1.0,1.0,0.75,0.0030474860583081295
1.0,1.0,0.75,0.004003199069982869
1.0,1.0,0.75,0.011424053956203533
1.0,1.0,0.75,0.00810577534704219
1.0,1.0,0.75,0.02185636720588878
1.0,1.0,0.75,0.0027585597246268952
1.0,1.0,0.75,0.016257084105493917
1.0,1.0,0.75,0.012362075411636296
2.0,1.0,0.75,0.01279671053477326
2.0,1.0,0.75,0.010314406314399551
2.0,1.0,0.75,0.011360576004791925
2.0,1.0,0.75,0.031298066824005176
2.0,1.0,0.75,0.030039696900858483
2.0,1.0,0.75,0.014992720923580578
2.0,1.0,0.75,0.017509555662299277
2.0,1.0,0.75,0.021697811933145305
2.0,1.0,0.75,0.013397463290537467
2.0,1.0,0.75,0.007201256957643598
2.0,1.0,0.75,0.005119959527655988
2.0,1.0,0.75,0.009684297134004557
2.0,1.0,0.75,0.012729399222033122
2.0,1.0,0.75,0.01130437001670521
2.0,1.0,0.75,0.0029782085598107698
2.0,1.0,0.75,0.006823760906588186
2.0,1.0,0.75,0.008119629111642828
2.0,1.0,0.75,0.01676501210063628
2.0,1.0,0.75,0.013115675667962155
2.0,1.0,0.75,0.011617357082839789
2.0,1.0,0.75,0.00912883885319055
2.0,1.0,0.75,0.008296479125461258
2.0,1.0,0.75,0.011891902585771393
2.0,1.0,0.75,0.014044666183981234
2.0,1.0,0.75,0.010777748756553553
3.0,1.0,0.75,0.052543555016216166
3.0,1.0,0.75,0.013862800669442916
3.0,1.0,0.75,0.08519113996661251
3.0,1.0,0.75,0.02880751811865212
3.0,1.0,0.75,0.030899600163740736
3.0,1.0,0.75,0.014663637484432479
3.0,1.0,0.75,0.0458528825152967
3.0,1.0,0.75,0.004445584590941618
3.0,1.0,0.75,0.013874548109112865
3.0,1.0,0.75,0.023005539208183143
3.0,1.0,0.75,0.041904982841536466
3.0,1.0,0.75,0.058331590057706835
3.0,1.0,0.75,0.03921826848009983
3.0,1.0,0.75,0.004568094692555978
3.0,1.0,0.75,0.02978783672856194
3.0,1.0,0.75,0.011604502309604973
3.0,1.0,0.75,0.02749284314689818
3.0,1.0,0.75,0.01274773608840114
3.0,1.0,0.75,0.06633843363400616
3.0,1.0,0.75,0.07021394938200484
3.0,1.0,0.75,0.027254414643796177
3.0,1.0,0.75,0.039858654994253825
3.0,1.0,0.75,0.0030036458730281356
3.0,1.0,0.75,0.016423206422703163
3.0,1.0,0.75,0.03304210298694517
0.5,2.0,0.75,0.009473635371822461
0.5,2.0,0.75,0.010785165624771624
0.5,2.0,0.75,0.06616224906790859
0.5,2.0,0.75,0.012420469970699673
0.5,2.0,0.75,0.03635872752211265
0.5,2.0,0.75,0.01739588649055487
0.5,2.0,0.75,0.013174890313038767
0.5,2.0,0.75,0.08471162263128554
0.5,2.0,0.75,0.011006080413464745
0.5,2.0,0.75,0.18609359020421629
0.5,2.0,0.75,0.059032255040286606
0.5,2.0,0.75,0.005255106343391939
0.5,2.0,0.75,0.02640264471582566
0.5,2.0,0.75,0.022980181982277186
0.5,2.0,0.75,0.011699434627941378
0.5,2.0,0.75,0.014943116304975303
0.5,2.0,0.75,0.01827384722011566
0.5,2.0,0.75,0.020038651155214766
0.5,2.0,0.75,0.044856752451437165
0.5,2.0,0.75,0.012102516385242677
0.5,2.0,0.75,0.01582167098681462
0.5,2.0,0.75,0.021273654685505447
0.5,2.0,0.75,0.01654890329308548
0.5,2.0,0.75,0.006129503490012309
0.5,2.0,0.75,0.04495093707751421
1.0,2.0,0.75,0.017219440037928888
1.0,2.0,0.75,0.01905474767385006
1.0,2.0,0.75,0.02277238557713599
1.0,2.0,0.75,0.013291570819762427
1.0,2.0,0.75,0.022483014162303503
1.0,2.0,0.75,0.010708968767426358
1.0,2.0,0.75,0.017821537398928125
1.0,2.0,0.75,0.016598735356807365
1.0,2.0,0.75,0.0511295684202452
1.0,2.0,0.75,0.016083330341939456
1.0,2.0,0.75,0.019233336374423166
1.0,2.0,0.75,0.031665165398912405
1.0,2.0,0.75,0.0280918259865739
1.0,2.0,0.75,0.03983526901518921
1.0,2.0,0.75,0.052313936800998315
1.0,2.0,0.75,0.0035563578651006574
1.0,2.0,0.75,0.019257615847783165
1.0,2.0,0.75,0.0104688233888025
1.0,2.0,0.75,0.019023939643047074
1.0,2.0,0.75,0.035876021558919224
1.0,2.0,0.75,0.014898133304456584
1.0,2.0,0.75,0.026804913442984135
1.0,2.0,0.75,0.04822536561084176
1.0,2.0,0.75,0.03426212233475862
1.0,2.0,0.75,0.01150307753477238
2.0,2.0,0.75,0.011432085742519315
2.0,2.0,0.75,0.020332750032250123
2.0,2.0,0.75,0.01547123662572808
2.0,2.0,0.75,0.005685730075260636
2.0,2.0,0.75,0.008261663694092099
2.0,2.0,0.75,0.00581593144468461
2.0,2.0,0.75,0.020325366002832714
2.0,2.0,0.75,0.021003882795302586
2.0,2.0,0.75,0.007837554000692816
2.0,2.0,0.75,0.029223691378728996
2.0,2.0,0.75,0.005872573461523595
2.0,2.0,0.75,0.003951829388927084
2.0,2.0,0.75,0.0072875844488443555
2.0,2.0,0.75,0.0021766032669780625
2.0,2.0,0.75,0.006762457379552505
2.0,2.0,0.75,0.009829438575953286
2.0,2.0,0.75,0.011435796513244752
2.0,2.0,0.75,0.016588300254106146
2.0,2.0,0.75,0.02497056191676357
2.0,2.0,0.75,0.009179687646288777
2.0,2.0,0.75,0.010739597719434725
2.0,2.0,0.75,0.01635481121659407
2.0,2.0,0.75,0.0080227580168956
2.0,2.0,0.75,0.007995008270107306
2.0,2.0,0.75,0.01008320186646908
3.0,2.0,0.75,0.056453455205945115
3.0,2.0,0.75,0.02098714421812975
3.0,2.0,0.75,0.05718829110980175
3.0,2.0,0.75,0.0750374087746759
3.0,2.0,0.75,0.003595118900319466
3.0,2.0,0.75,0.018243380273319308
3.0,2.0,0.75,0.007082777052681629
3.0,2.0,0.75,0.23779833256412583
3.0,2.0,0.75,0.28388789192399144
3.0,2.0,0.75,0.007436098723555272
3.0,2.0,0.75,0.11541213228788177
3.0,2.0,0.75,0.05647349692368653
3.0,2.0,0.75,0.2522530988201603
3.0,2.0,0.75,0.012184867826888029
3.0,2.0,0.75,0.03785992515520619
3.0,2.0,0.75,0.011770213847924703
3.0,2.0,0.75,0.1331829748815918
3.0,2.0,0.75,0.011093773469127407
3.0,2.0,0.75,0.014584552676851055
3.0,2.0,0.75,0.007294181411274052
3.0,2.0,0.75,0.028506448168127047
3.0,2.0,0.75,0.1338079821161139
3.0,2.0,0.75,0.048287575543916585
3.0,2.0,0.75,0.20845235285514502
3.0,2.0,0.75,0.0242696456813582
0.5,3.0,0.75,0.19013699035873233
0.5,3.0,0.75,0.08592131139506595
0.5,3.0,0.75,0.9995619676207876
0.5,3.0,0.75,0.4748751248666633
0.5,3.0,0.75,0.9997856115089442
0.5,3.0,0.75,0.9999171163601547
0.5,3.0,0.75,0.9999949546578757
0.5,3.0,0.75,0.9989657842044513
0.5,3.0,0.75,0.9829903919420614
0.5,3.0,0.75,0.9999802096199529
0.5,3.0,0.75,0.9997809254018485
0.5,3.0,0.75,0.6258015188854273
0.5,3.0,0.75,0.9998735009067856
0.5,3.0,0.75,0.9984204868389807
0.5,3.0,0.75,0.38330304018379346
0.5,3.0,0.75,0.9993386292605444
0.5,3.0,0.75,0.9996284289063925
0.5,3.0,0.75,0.3390612857740942
0.5,3.0,0.75,0.9989000238649358
0.5,3.0,0.75,0.7703187074326885
0.5,3.0,0.75,0.9999315616759705
0.5,3.0,0.75,0.9926548551365835
0.5,3.0,0.75,0.5803700378310851
0.5,3.0,0.75,0.5125886895243322
0.5,3.0,0.75,0.6306383355282335
1.0,3.0,0.75,0.31463899609234114
1.0,3.0,0.75,0.020558179184240324
1.0,3.0,0.75,0.27105964315798586
1.0,3.0,0.75,0.06360622686311822
1.0,3.0,0.75,0.41156915859716986
1.0,3.0,0.75,0.9994100499045665
1.0,3.0,0.75,0.24920545908305472
1.0,3.0,0.75,0.7822646723823781
1.0,3.0,0.75,0.05602091771502575
1.0,3.0,0.75,0.16459160658538013
1.0,3.0,0.75,0.01871613903768304
1.0,3.0,0.75,0.012297597548088504
1.0,3.0,0.75,0.9994557662453246
1.0,3.0,0.75,0.04445711196117103
1.0,3.0,0.75,0.09060757412581957
1.0,3.0,0.75,0.07464601012068417
1.0,3.0,0.75,0.09367109233601381
1.0,3.0,0.75,0.011761369205283393
1.0,3.0,0.75,0.9997283705936996
1.0,3.0,0.75,0.012820834540666584
1.0,3.0,0.75,0.09399500570404665
1.0,3.0,0.75,0.9999580052207264
1.0,3.0,0.75,0.25933910434813784
1.0,3.0,0.75,0.3764213636682227
1.0,3.0,0.75,0.023134015832043896
2.0,3.0,0.75,0.013340105088341367
2.0,3.0,0.75,0.10030293797158302
2.0,3.0,0.75,0.008106578256917334
2.0,3.0,0.75,0.01562741020751434
2.0,3.0,0.75,0.01636609267543715
2.0,3.0,0.75,0.02123086994007676
2.0,3.0,0.75,0.05380893611004352
2.0,3.0,0.75,0.008029884553485965
2.0,3.0,0.75,0.016153840706282733
2.0,3.0,0.75,0.012863762150213684
2.0,3.0,0.75,0.0053927681343378985
2.0,3.0,0.75,0.016905348313538564
2.0,3.0,0.75,0.03669781424373206
2.0,3.0,0.75,0.03166069359074984
2.0,3.0,0.75,0.011620274669036762
2.0,3.0,0.75,0.0851707714067534
2.0,3.0,0.75,0.004900297072272974
2.0,3.0,0.75,0.007718299621786268
2.0,3.0,0.75,0.01578699789051305
2.0,3.0,0.75,0.01465278581718456
2.0,3.0,0.75,0.019081247390305683
2.0,3.0,0.75,0.006627345530040997
2.0,3.0,0.75,0.05510418685402543
2.0,3.0,0.75,0.009505337569823889
2.0,3.0,0.75,0.003043213459495055
3.0,3.0,0.75,0.02185304018383115
3.0,3.0,0.75,0.024254836374692057
3.0,3.0,0.75,0.023852695512715263
3.0,3.0,0.75,0.024942207812421093
3.0,3.0,0.75,0.9996246391456339
3.0,3.0,0.75,0.9984312761963717
3.0,3.0,0.75,0.9950443414139932
3.0,3.0,0.75,0.19335875246332895
3.0,3.0,0.75,0.014496629504434881
3.0,3.0,0.75,0.9999992957394623
3.0,3.0,0.75,0.008645580156931261
3.0,3.0,0.75,0.04537456669316495
3.0,3.0,0.75,0.5308697382995513
3.0,3.0,0.75,0.030406076117580286
3.0,3.0,0.75,0.012163780796018521
3.0,3.0,0.75,0.999179532135736
3.0,3.0,0.75,0.009596634583069617
3.0,3.0,0.75,0.9714650953649376
3.0,3.0,0.75,0.9903943377679806
3.0,3.0,0.75,0.9999709485196991
3.0,3.0,0.75,0.29096935187544337
3.0,3.0,0.75,0.9966434612934842
3.0,3.0,0.75,0.9999919492560104
3.0,3.0,0.75,0.9999388146522218
3.0,3.0,0.75,0.9022113718560341
